date,population,year,month,city,abr,state_province
2003-06-01,1260166.6666666667,2003,6,Honolulu,HI,Hawaii
2003-07-01,1262000.0,2003,7,Honolulu,HI,Hawaii
2003-08-01,1263833.3333333333,2003,8,Honolulu,HI,Hawaii
2003-09-01,1265666.6666666667,2003,9,Honolulu,HI,Hawaii
2003-10-01,1267500.0,2003,10,Honolulu,HI,Hawaii
2003-11-01,1269333.3333333333,2003,11,Honolulu,HI,Hawaii
2003-12-01,1271166.6666666667,2003,12,Honolulu,HI,Hawaii
2004-01-01,1273000.0,2004,1,Honolulu,HI,Hawaii
2004-02-01,1274583.3333333333,2004,2,Honolulu,HI,Hawaii
2004-03-01,1276166.6666666667,2004,3,Honolulu,HI,Hawaii
2004-04-01,1277750.0,2004,4,Honolulu,HI,Hawaii
2004-05-01,1279333.3333333333,2004,5,Honolulu,HI,Hawaii
2004-06-01,1280916.6666666667,2004,6,Honolulu,HI,Hawaii
2004-07-01,1282500.0,2004,7,Honolulu,HI,Hawaii
2004-08-01,1284083.3333333333,2004,8,Honolulu,HI,Hawaii
2004-09-01,1285666.6666666667,2004,9,Honolulu,HI,Hawaii
2004-10-01,1287250.0,2004,10,Honolulu,HI,Hawaii
2004-11-01,1288833.3333333333,2004,11,Honolulu,HI,Hawaii
2004-12-01,1290416.6666666667,2004,12,Honolulu,HI,Hawaii
2005-01-01,1292000.0,2005,1,Honolulu,HI,Hawaii
2005-02-01,1293416.6666666667,2005,2,Honolulu,HI,Hawaii
2005-03-01,1294833.3333333333,2005,3,Honolulu,HI,Hawaii
2005-04-01,1296250.0,2005,4,Honolulu,HI,Hawaii
2005-05-01,1297666.6666666667,2005,5,Honolulu,HI,Hawaii
2005-06-01,1299083.3333333333,2005,6,Honolulu,HI,Hawaii
2005-07-01,1300500.0,2005,7,Honolulu,HI,Hawaii
2005-08-01,1301916.6666666667,2005,8,Honolulu,HI,Hawaii
2005-09-01,1303333.3333333333,2005,9,Honolulu,HI,Hawaii
2005-10-01,1304750.0,2005,10,Honolulu,HI,Hawaii
2005-11-01,1306166.6666666667,2005,11,Honolulu,HI,Hawaii
2005-12-01,1307583.3333333333,2005,12,Honolulu,HI,Hawaii
2006-01-01,1309000.0,2006,1,Honolulu,HI,Hawaii
2006-02-01,1309500.0,2006,2,Honolulu,HI,Hawaii
2006-03-01,1310000.0,2006,3,Honolulu,HI,Hawaii
2006-04-01,1310500.0,2006,4,Honolulu,HI,Hawaii
2006-05-01,1311000.0,2006,5,Honolulu,HI,Hawaii
2006-06-01,1311500.0,2006,6,Honolulu,HI,Hawaii
2006-07-01,1312000.0,2006,7,Honolulu,HI,Hawaii
2006-08-01,1312500.0,2006,8,Honolulu,HI,Hawaii
2006-09-01,1313000.0,2006,9,Honolulu,HI,Hawaii
2006-10-01,1313500.0,2006,10,Honolulu,HI,Hawaii
2006-11-01,1314000.0,2006,11,Honolulu,HI,Hawaii
2006-12-01,1314500.0,2006,12,Honolulu,HI,Hawaii
2007-01-01,1315000.0,2007,1,Honolulu,HI,Hawaii
2007-02-01,1316416.6666666667,2007,2,Honolulu,HI,Hawaii
2007-03-01,1317833.3333333333,2007,3,Honolulu,HI,Hawaii
2007-04-01,1319250.0,2007,4,Honolulu,HI,Hawaii
2007-05-01,1320666.6666666667,2007,5,Honolulu,HI,Hawaii
2007-06-01,1322083.3333333333,2007,6,Honolulu,HI,Hawaii
2007-07-01,1323500.0,2007,7,Honolulu,HI,Hawaii
2007-08-01,1324916.6666666667,2007,8,Honolulu,HI,Hawaii
2007-09-01,1326333.3333333333,2007,9,Honolulu,HI,Hawaii
2007-10-01,1327750.0,2007,10,Honolulu,HI,Hawaii
2007-11-01,1329166.6666666667,2007,11,Honolulu,HI,Hawaii
2007-12-01,1330583.3333333333,2007,12,Honolulu,HI,Hawaii
2008-01-01,1332000.0,2008,1,Honolulu,HI,Hawaii
2008-02-01,1333166.6666666667,2008,2,Honolulu,HI,Hawaii
2008-03-01,1334333.3333333333,2008,3,Honolulu,HI,Hawaii
2008-04-01,1335500.0,2008,4,Honolulu,HI,Hawaii
2008-05-01,1336666.6666666667,2008,5,Honolulu,HI,Hawaii
2008-06-01,1337833.3333333333,2008,6,Honolulu,HI,Hawaii
2008-07-01,1339000.0,2008,7,Honolulu,HI,Hawaii
2008-08-01,1340166.6666666667,2008,8,Honolulu,HI,Hawaii
2008-09-01,1341333.3333333333,2008,9,Honolulu,HI,Hawaii
2008-10-01,1342500.0,2008,10,Honolulu,HI,Hawaii
2008-11-01,1343666.6666666667,2008,11,Honolulu,HI,Hawaii
2008-12-01,1344833.3333333333,2008,12,Honolulu,HI,Hawaii
2009-01-01,1346000.0,2009,1,Honolulu,HI,Hawaii
2009-02-01,1347500.0,2009,2,Honolulu,HI,Hawaii
2009-03-01,1349000.0,2009,3,Honolulu,HI,Hawaii
2009-04-01,1350500.0,2009,4,Honolulu,HI,Hawaii
2009-05-01,1352000.0,2009,5,Honolulu,HI,Hawaii
2009-06-01,1353500.0,2009,6,Honolulu,HI,Hawaii
2009-07-01,1355000.0,2009,7,Honolulu,HI,Hawaii
2009-08-01,1356500.0,2009,8,Honolulu,HI,Hawaii
2009-09-01,1358000.0,2009,9,Honolulu,HI,Hawaii
2009-10-01,1359500.0,2009,10,Honolulu,HI,Hawaii
2009-11-01,1361000.0,2009,11,Honolulu,HI,Hawaii
2009-12-01,1362500.0,2009,12,Honolulu,HI,Hawaii
2010-01-01,1364000.0,2010,1,Honolulu,HI,Hawaii
2010-02-01,1365250.0,2010,2,Honolulu,HI,Hawaii
2010-03-01,1366500.0,2010,3,Honolulu,HI,Hawaii
2010-04-01,1367750.0,2010,4,Honolulu,HI,Hawaii
2010-05-01,1369000.0,2010,5,Honolulu,HI,Hawaii
2010-06-01,1370250.0,2010,6,Honolulu,HI,Hawaii
2010-07-01,1371500.0,2010,7,Honolulu,HI,Hawaii
2010-08-01,1372750.0,2010,8,Honolulu,HI,Hawaii
2010-09-01,1374000.0,2010,9,Honolulu,HI,Hawaii
2010-10-01,1375250.0,2010,10,Honolulu,HI,Hawaii
2010-11-01,1376500.0,2010,11,Honolulu,HI,Hawaii
2010-12-01,1377750.0,2010,12,Honolulu,HI,Hawaii
2011-01-01,1379000.0,2011,1,Honolulu,HI,Hawaii
2011-02-01,1380333.3333333333,2011,2,Honolulu,HI,Hawaii
2011-03-01,1381666.6666666667,2011,3,Honolulu,HI,Hawaii
2011-04-01,1383000.0,2011,4,Honolulu,HI,Hawaii
2011-05-01,1384333.3333333333,2011,5,Honolulu,HI,Hawaii
2011-06-01,1385666.6666666667,2011,6,Honolulu,HI,Hawaii
2011-07-01,1387000.0,2011,7,Honolulu,HI,Hawaii
2011-08-01,1388333.3333333333,2011,8,Honolulu,HI,Hawaii
2011-09-01,1389666.6666666667,2011,9,Honolulu,HI,Hawaii
2011-10-01,1391000.0,2011,10,Honolulu,HI,Hawaii
2011-11-01,1392333.3333333333,2011,11,Honolulu,HI,Hawaii
2011-12-01,1393666.6666666667,2011,12,Honolulu,HI,Hawaii
2012-01-01,1395000.0,2012,1,Honolulu,HI,Hawaii
2012-02-01,1396083.3333333333,2012,2,Honolulu,HI,Hawaii
2012-03-01,1397166.6666666667,2012,3,Honolulu,HI,Hawaii
2012-04-01,1398250.0,2012,4,Honolulu,HI,Hawaii
2012-05-01,1399333.3333333333,2012,5,Honolulu,HI,Hawaii
2012-06-01,1400416.6666666667,2012,6,Honolulu,HI,Hawaii
2012-07-01,1401500.0,2012,7,Honolulu,HI,Hawaii
2012-08-01,1402583.3333333333,2012,8,Honolulu,HI,Hawaii
2012-09-01,1403666.6666666667,2012,9,Honolulu,HI,Hawaii
2012-10-01,1404750.0,2012,10,Honolulu,HI,Hawaii
2012-11-01,1405833.3333333333,2012,11,Honolulu,HI,Hawaii
2012-12-01,1406916.6666666667,2012,12,Honolulu,HI,Hawaii
2013-01-01,1408000.0,2013,1,Honolulu,HI,Hawaii
2013-02-01,1408583.3333333333,2013,2,Honolulu,HI,Hawaii
2013-03-01,1409166.6666666667,2013,3,Honolulu,HI,Hawaii
2013-04-01,1409750.0,2013,4,Honolulu,HI,Hawaii
2013-05-01,1410333.3333333333,2013,5,Honolulu,HI,Hawaii
2013-06-01,1410916.6666666667,2013,6,Honolulu,HI,Hawaii
2013-07-01,1411500.0,2013,7,Honolulu,HI,Hawaii
2013-08-01,1412083.3333333333,2013,8,Honolulu,HI,Hawaii
2013-09-01,1412666.6666666667,2013,9,Honolulu,HI,Hawaii
2013-10-01,1413250.0,2013,10,Honolulu,HI,Hawaii
2013-11-01,1413833.3333333333,2013,11,Honolulu,HI,Hawaii
2013-12-01,1414416.6666666667,2013,12,Honolulu,HI,Hawaii
2014-01-01,1415000.0,2014,1,Honolulu,HI,Hawaii
2014-02-01,1415583.3333333333,2014,2,Honolulu,HI,Hawaii
2014-03-01,1416166.6666666667,2014,3,Honolulu,HI,Hawaii
2014-04-01,1416750.0,2014,4,Honolulu,HI,Hawaii
2014-05-01,1417333.3333333333,2014,5,Honolulu,HI,Hawaii
2014-06-01,1417916.6666666667,2014,6,Honolulu,HI,Hawaii
2014-07-01,1418500.0,2014,7,Honolulu,HI,Hawaii
2014-08-01,1419083.3333333333,2014,8,Honolulu,HI,Hawaii
2014-09-01,1419666.6666666667,2014,9,Honolulu,HI,Hawaii
2014-10-01,1420250.0,2014,10,Honolulu,HI,Hawaii
2014-11-01,1420833.3333333333,2014,11,Honolulu,HI,Hawaii
2014-12-01,1421416.6666666667,2014,12,Honolulu,HI,Hawaii
2015-01-01,1422000.0,2015,1,Honolulu,HI,Hawaii
2015-02-01,1422500.0,2015,2,Honolulu,HI,Hawaii
2015-03-01,1423000.0,2015,3,Honolulu,HI,Hawaii
2015-04-01,1423500.0,2015,4,Honolulu,HI,Hawaii
2015-05-01,1424000.0,2015,5,Honolulu,HI,Hawaii
2015-06-01,1424500.0,2015,6,Honolulu,HI,Hawaii
2015-07-01,1425000.0,2015,7,Honolulu,HI,Hawaii
2015-08-01,1425500.0,2015,8,Honolulu,HI,Hawaii
2015-09-01,1426000.0,2015,9,Honolulu,HI,Hawaii
2015-10-01,1426500.0,2015,10,Honolulu,HI,Hawaii
2015-11-01,1427000.0,2015,11,Honolulu,HI,Hawaii
2015-12-01,1427500.0,2015,12,Honolulu,HI,Hawaii
2016-01-01,1428000.0,2016,1,Honolulu,HI,Hawaii
2016-02-01,1427750.0,2016,2,Honolulu,HI,Hawaii
2016-03-01,1427500.0,2016,3,Honolulu,HI,Hawaii
2016-04-01,1427250.0,2016,4,Honolulu,HI,Hawaii
2016-05-01,1427000.0,2016,5,Honolulu,HI,Hawaii
2016-06-01,1426750.0,2016,6,Honolulu,HI,Hawaii
2016-07-01,1426500.0,2016,7,Honolulu,HI,Hawaii
2016-08-01,1426250.0,2016,8,Honolulu,HI,Hawaii
2016-09-01,1426000.0,2016,9,Honolulu,HI,Hawaii
2016-10-01,1425750.0,2016,10,Honolulu,HI,Hawaii
2016-11-01,1425500.0,2016,11,Honolulu,HI,Hawaii
2016-12-01,1425250.0,2016,12,Honolulu,HI,Hawaii
2017-01-01,1425000.0,2017,1,Honolulu,HI,Hawaii
2017-02-01,1424833.3333333333,2017,2,Honolulu,HI,Hawaii
2017-03-01,1424666.6666666667,2017,3,Honolulu,HI,Hawaii
2017-04-01,1424500.0,2017,4,Honolulu,HI,Hawaii
2017-05-01,1424333.3333333333,2017,5,Honolulu,HI,Hawaii
2017-06-01,1424166.6666666667,2017,6,Honolulu,HI,Hawaii
2017-07-01,1424000.0,2017,7,Honolulu,HI,Hawaii
2017-08-01,1423833.3333333333,2017,8,Honolulu,HI,Hawaii
2017-09-01,1423666.6666666667,2017,9,Honolulu,HI,Hawaii
2017-10-01,1423500.0,2017,10,Honolulu,HI,Hawaii
2017-11-01,1423333.3333333333,2017,11,Honolulu,HI,Hawaii
2017-12-01,1423166.6666666667,2017,12,Honolulu,HI,Hawaii
2018-01-01,1423000.0,2018,1,Honolulu,HI,Hawaii
2018-02-01,1422333.3333333333,2018,2,Honolulu,HI,Hawaii
2018-03-01,1421666.6666666667,2018,3,Honolulu,HI,Hawaii
2018-04-01,1421000.0,2018,4,Honolulu,HI,Hawaii
2018-05-01,1420333.3333333333,2018,5,Honolulu,HI,Hawaii
2018-06-01,1419666.6666666667,2018,6,Honolulu,HI,Hawaii
2018-07-01,1419000.0,2018,7,Honolulu,HI,Hawaii
2018-08-01,1418333.3333333333,2018,8,Honolulu,HI,Hawaii
2018-09-01,1417666.6666666667,2018,9,Honolulu,HI,Hawaii
2018-10-01,1417000.0,2018,10,Honolulu,HI,Hawaii
2018-11-01,1416333.3333333333,2018,11,Honolulu,HI,Hawaii
2018-12-01,1415666.6666666667,2018,12,Honolulu,HI,Hawaii
2019-01-01,1415000.0,2019,1,Honolulu,HI,Hawaii
2019-02-01,1418000.0,2019,2,Honolulu,HI,Hawaii
2019-03-01,1421000.0,2019,3,Honolulu,HI,Hawaii
2019-04-01,1424000.0,2019,4,Honolulu,HI,Hawaii
2019-05-01,1427000.0,2019,5,Honolulu,HI,Hawaii
2019-06-01,1430000.0,2019,6,Honolulu,HI,Hawaii
2019-07-01,1433000.0,2019,7,Honolulu,HI,Hawaii
2019-08-01,1436000.0,2019,8,Honolulu,HI,Hawaii
2019-09-01,1439000.0,2019,9,Honolulu,HI,Hawaii
2019-10-01,1442000.0,2019,10,Honolulu,HI,Hawaii
2019-11-01,1445000.0,2019,11,Honolulu,HI,Hawaii
2019-12-01,1448000.0,2019,12,Honolulu,HI,Hawaii
2020-01-01,1451000.0,2020,1,Honolulu,HI,Hawaii
2020-02-01,1450583.3333333333,2020,2,Honolulu,HI,Hawaii
2020-03-01,1450166.6666666667,2020,3,Honolulu,HI,Hawaii
2020-04-01,1449750.0,2020,4,Honolulu,HI,Hawaii
2020-05-01,1449333.3333333333,2020,5,Honolulu,HI,Hawaii
2020-06-01,1448916.6666666667,2020,6,Honolulu,HI,Hawaii
2020-07-01,1448500.0,2020,7,Honolulu,HI,Hawaii
2020-08-01,1448083.3333333333,2020,8,Honolulu,HI,Hawaii
2020-09-01,1447666.6666666667,2020,9,Honolulu,HI,Hawaii
2020-10-01,1447250.0,2020,10,Honolulu,HI,Hawaii
2020-11-01,1446833.3333333333,2020,11,Honolulu,HI,Hawaii
2020-12-01,1446416.6666666667,2020,12,Honolulu,HI,Hawaii
2021-01-01,1446000.0,2021,1,Honolulu,HI,Hawaii
2021-02-01,1445416.6666666667,2021,2,Honolulu,HI,Hawaii
2021-03-01,1444833.3333333333,2021,3,Honolulu,HI,Hawaii
2021-04-01,1444250.0,2021,4,Honolulu,HI,Hawaii
2021-05-01,1443666.6666666667,2021,5,Honolulu,HI,Hawaii
2021-06-01,1443083.3333333333,2021,6,Honolulu,HI,Hawaii
2021-07-01,1442500.0,2021,7,Honolulu,HI,Hawaii
2021-08-01,1441916.6666666667,2021,8,Honolulu,HI,Hawaii
2021-09-01,1441333.3333333333,2021,9,Honolulu,HI,Hawaii
2021-10-01,1440750.0,2021,10,Honolulu,HI,Hawaii
2021-11-01,1440166.6666666667,2021,11,Honolulu,HI,Hawaii
2021-12-01,1439583.3333333333,2021,12,Honolulu,HI,Hawaii
2022-01-01,1439000.0,2022,1,Honolulu,HI,Hawaii
2022-02-01,1438666.6666666667,2022,2,Honolulu,HI,Hawaii
2022-03-01,1438333.3333333333,2022,3,Honolulu,HI,Hawaii
2022-04-01,1438000.0,2022,4,Honolulu,HI,Hawaii
2022-05-01,1437666.6666666667,2022,5,Honolulu,HI,Hawaii
2022-06-01,1437333.3333333333,2022,6,Honolulu,HI,Hawaii
2022-07-01,1437000.0,2022,7,Honolulu,HI,Hawaii
2022-08-01,1436666.6666666667,2022,8,Honolulu,HI,Hawaii
2022-09-01,1436333.3333333333,2022,9,Honolulu,HI,Hawaii
2022-10-01,1436000.0,2022,10,Honolulu,HI,Hawaii
2022-11-01,1435666.6666666667,2022,11,Honolulu,HI,Hawaii
2022-12-01,1435333.3333333333,2022,12,Honolulu,HI,Hawaii
2023-01-01,1435000.0,2023,1,Honolulu,HI,Hawaii
2000-01-01,1299000.0,2000,1,Boise,ID,Idaho
2000-02-01,1300666.6666666667,2000,2,Boise,ID,Idaho
2000-03-01,1302333.3333333333,2000,3,Boise,ID,Idaho
2000-04-01,1304000.0,2000,4,Boise,ID,Idaho
2000-05-01,1305666.6666666667,2000,5,Boise,ID,Idaho
2000-06-01,1307333.3333333333,2000,6,Boise,ID,Idaho
2000-07-01,1309000.0,2000,7,Boise,ID,Idaho
2000-08-01,1310666.6666666667,2000,8,Boise,ID,Idaho
2000-09-01,1312333.3333333333,2000,9,Boise,ID,Idaho
2000-10-01,1314000.0,2000,10,Boise,ID,Idaho
2000-11-01,1315666.6666666667,2000,11,Boise,ID,Idaho
2000-12-01,1317333.3333333333,2000,12,Boise,ID,Idaho
2001-01-01,1319000.0,2001,1,Boise,ID,Idaho
2001-02-01,1320750.0,2001,2,Boise,ID,Idaho
2001-03-01,1322500.0,2001,3,Boise,ID,Idaho
2001-04-01,1324250.0,2001,4,Boise,ID,Idaho
2001-05-01,1326000.0,2001,5,Boise,ID,Idaho
2001-06-01,1327750.0,2001,6,Boise,ID,Idaho
2001-07-01,1329500.0,2001,7,Boise,ID,Idaho
2001-08-01,1331250.0,2001,8,Boise,ID,Idaho
2001-09-01,1333000.0,2001,9,Boise,ID,Idaho
2001-10-01,1334750.0,2001,10,Boise,ID,Idaho
2001-11-01,1336500.0,2001,11,Boise,ID,Idaho
2001-12-01,1338250.0,2001,12,Boise,ID,Idaho
2002-01-01,1340000.0,2002,1,Boise,ID,Idaho
2002-02-01,1341916.6666666667,2002,2,Boise,ID,Idaho
2002-03-01,1343833.3333333333,2002,3,Boise,ID,Idaho
2002-04-01,1345750.0,2002,4,Boise,ID,Idaho
2002-05-01,1347666.6666666667,2002,5,Boise,ID,Idaho
2002-06-01,1349583.3333333333,2002,6,Boise,ID,Idaho
2002-07-01,1351500.0,2002,7,Boise,ID,Idaho
2002-08-01,1353416.6666666667,2002,8,Boise,ID,Idaho
2002-09-01,1355333.3333333333,2002,9,Boise,ID,Idaho
2002-10-01,1357250.0,2002,10,Boise,ID,Idaho
2002-11-01,1359166.6666666667,2002,11,Boise,ID,Idaho
2002-12-01,1361083.3333333333,2002,12,Boise,ID,Idaho
2003-01-01,1363000.0,2003,1,Boise,ID,Idaho
2003-02-01,1365333.3333333333,2003,2,Boise,ID,Idaho
2003-03-01,1367666.6666666667,2003,3,Boise,ID,Idaho
2003-04-01,1370000.0,2003,4,Boise,ID,Idaho
2003-05-01,1372333.3333333333,2003,5,Boise,ID,Idaho
2003-06-01,1374666.6666666667,2003,6,Boise,ID,Idaho
2003-07-01,1377000.0,2003,7,Boise,ID,Idaho
2003-08-01,1379333.3333333333,2003,8,Boise,ID,Idaho
2003-09-01,1381666.6666666667,2003,9,Boise,ID,Idaho
2003-10-01,1384000.0,2003,10,Boise,ID,Idaho
2003-11-01,1386333.3333333333,2003,11,Boise,ID,Idaho
2003-12-01,1388666.6666666667,2003,12,Boise,ID,Idaho
2004-01-01,1391000.0,2004,1,Boise,ID,Idaho
2004-02-01,1394083.3333333333,2004,2,Boise,ID,Idaho
2004-03-01,1397166.6666666667,2004,3,Boise,ID,Idaho
2004-04-01,1400250.0,2004,4,Boise,ID,Idaho
2004-05-01,1403333.3333333333,2004,5,Boise,ID,Idaho
2004-06-01,1406416.6666666667,2004,6,Boise,ID,Idaho
2004-07-01,1409500.0,2004,7,Boise,ID,Idaho
2004-08-01,1412583.3333333333,2004,8,Boise,ID,Idaho
2004-09-01,1415666.6666666667,2004,9,Boise,ID,Idaho
2004-10-01,1418750.0,2004,10,Boise,ID,Idaho
2004-11-01,1421833.3333333333,2004,11,Boise,ID,Idaho
2004-12-01,1424916.6666666667,2004,12,Boise,ID,Idaho
2005-01-01,1428000.0,2005,1,Boise,ID,Idaho
2005-02-01,1431333.3333333333,2005,2,Boise,ID,Idaho
2005-03-01,1434666.6666666667,2005,3,Boise,ID,Idaho
2005-04-01,1438000.0,2005,4,Boise,ID,Idaho
2005-05-01,1441333.3333333333,2005,5,Boise,ID,Idaho
2005-06-01,1444666.6666666667,2005,6,Boise,ID,Idaho
2005-07-01,1448000.0,2005,7,Boise,ID,Idaho
2005-08-01,1451333.3333333333,2005,8,Boise,ID,Idaho
2005-09-01,1454666.6666666667,2005,9,Boise,ID,Idaho
2005-10-01,1458000.0,2005,10,Boise,ID,Idaho
2005-11-01,1461333.3333333333,2005,11,Boise,ID,Idaho
2005-12-01,1464666.6666666667,2005,12,Boise,ID,Idaho
2006-01-01,1468000.0,2006,1,Boise,ID,Idaho
2006-02-01,1471083.3333333333,2006,2,Boise,ID,Idaho
2006-03-01,1474166.6666666667,2006,3,Boise,ID,Idaho
2006-04-01,1477250.0,2006,4,Boise,ID,Idaho
2006-05-01,1480333.3333333333,2006,5,Boise,ID,Idaho
2006-06-01,1483416.6666666667,2006,6,Boise,ID,Idaho
2006-07-01,1486500.0,2006,7,Boise,ID,Idaho
2006-08-01,1489583.3333333333,2006,8,Boise,ID,Idaho
2006-09-01,1492666.6666666667,2006,9,Boise,ID,Idaho
2006-10-01,1495750.0,2006,10,Boise,ID,Idaho
2006-11-01,1498833.3333333333,2006,11,Boise,ID,Idaho
2006-12-01,1501916.6666666667,2006,12,Boise,ID,Idaho
2007-01-01,1505000.0,2007,1,Boise,ID,Idaho
2007-02-01,1507416.6666666667,2007,2,Boise,ID,Idaho
2007-03-01,1509833.3333333333,2007,3,Boise,ID,Idaho
2007-04-01,1512250.0,2007,4,Boise,ID,Idaho
2007-05-01,1514666.6666666667,2007,5,Boise,ID,Idaho
2007-06-01,1517083.3333333333,2007,6,Boise,ID,Idaho
2007-07-01,1519500.0,2007,7,Boise,ID,Idaho
2007-08-01,1521916.6666666667,2007,8,Boise,ID,Idaho
2007-09-01,1524333.3333333333,2007,9,Boise,ID,Idaho
2007-10-01,1526750.0,2007,10,Boise,ID,Idaho
2007-11-01,1529166.6666666667,2007,11,Boise,ID,Idaho
2007-12-01,1531583.3333333333,2007,12,Boise,ID,Idaho
2008-01-01,1534000.0,2008,1,Boise,ID,Idaho
2008-02-01,1535666.6666666667,2008,2,Boise,ID,Idaho
2008-03-01,1537333.3333333333,2008,3,Boise,ID,Idaho
2008-04-01,1539000.0,2008,4,Boise,ID,Idaho
2008-05-01,1540666.6666666667,2008,5,Boise,ID,Idaho
2008-06-01,1542333.3333333333,2008,6,Boise,ID,Idaho
2008-07-01,1544000.0,2008,7,Boise,ID,Idaho
2008-08-01,1545666.6666666667,2008,8,Boise,ID,Idaho
2008-09-01,1547333.3333333333,2008,9,Boise,ID,Idaho
2008-10-01,1549000.0,2008,10,Boise,ID,Idaho
2008-11-01,1550666.6666666667,2008,11,Boise,ID,Idaho
2008-12-01,1552333.3333333333,2008,12,Boise,ID,Idaho
2009-01-01,1554000.0,2009,1,Boise,ID,Idaho
2009-02-01,1555333.3333333333,2009,2,Boise,ID,Idaho
2009-03-01,1556666.6666666667,2009,3,Boise,ID,Idaho
2009-04-01,1558000.0,2009,4,Boise,ID,Idaho
2009-05-01,1559333.3333333333,2009,5,Boise,ID,Idaho
2009-06-01,1560666.6666666667,2009,6,Boise,ID,Idaho
2009-07-01,1562000.0,2009,7,Boise,ID,Idaho
2009-08-01,1563333.3333333333,2009,8,Boise,ID,Idaho
2009-09-01,1564666.6666666667,2009,9,Boise,ID,Idaho
2009-10-01,1566000.0,2009,10,Boise,ID,Idaho
2009-11-01,1567333.3333333333,2009,11,Boise,ID,Idaho
2009-12-01,1568666.6666666667,2009,12,Boise,ID,Idaho
2010-01-01,1570000.0,2010,1,Boise,ID,Idaho
2010-02-01,1571166.6666666667,2010,2,Boise,ID,Idaho
2010-03-01,1572333.3333333333,2010,3,Boise,ID,Idaho
2010-04-01,1573500.0,2010,4,Boise,ID,Idaho
2010-05-01,1574666.6666666667,2010,5,Boise,ID,Idaho
2010-06-01,1575833.3333333333,2010,6,Boise,ID,Idaho
2010-07-01,1577000.0,2010,7,Boise,ID,Idaho
2010-08-01,1578166.6666666667,2010,8,Boise,ID,Idaho
2010-09-01,1579333.3333333333,2010,9,Boise,ID,Idaho
2010-10-01,1580500.0,2010,10,Boise,ID,Idaho
2010-11-01,1581666.6666666667,2010,11,Boise,ID,Idaho
2010-12-01,1582833.3333333333,2010,12,Boise,ID,Idaho
2011-01-01,1584000.0,2011,1,Boise,ID,Idaho
2011-02-01,1584916.6666666667,2011,2,Boise,ID,Idaho
2011-03-01,1585833.3333333333,2011,3,Boise,ID,Idaho
2011-04-01,1586750.0,2011,4,Boise,ID,Idaho
2011-05-01,1587666.6666666667,2011,5,Boise,ID,Idaho
2011-06-01,1588583.3333333333,2011,6,Boise,ID,Idaho
2011-07-01,1589500.0,2011,7,Boise,ID,Idaho
2011-08-01,1590416.6666666667,2011,8,Boise,ID,Idaho
2011-09-01,1591333.3333333333,2011,9,Boise,ID,Idaho
2011-10-01,1592250.0,2011,10,Boise,ID,Idaho
2011-11-01,1593166.6666666667,2011,11,Boise,ID,Idaho
2011-12-01,1594083.3333333333,2011,12,Boise,ID,Idaho
2012-01-01,1595000.0,2012,1,Boise,ID,Idaho
2012-02-01,1596416.6666666667,2012,2,Boise,ID,Idaho
2012-03-01,1597833.3333333333,2012,3,Boise,ID,Idaho
2012-04-01,1599250.0,2012,4,Boise,ID,Idaho
2012-05-01,1600666.6666666667,2012,5,Boise,ID,Idaho
2012-06-01,1602083.3333333333,2012,6,Boise,ID,Idaho
2012-07-01,1603500.0,2012,7,Boise,ID,Idaho
2012-08-01,1604916.6666666667,2012,8,Boise,ID,Idaho
2012-09-01,1606333.3333333333,2012,9,Boise,ID,Idaho
2012-10-01,1607750.0,2012,10,Boise,ID,Idaho
2012-11-01,1609166.6666666667,2012,11,Boise,ID,Idaho
2012-12-01,1610583.3333333333,2012,12,Boise,ID,Idaho
2013-01-01,1612000.0,2013,1,Boise,ID,Idaho
2013-02-01,1613666.6666666667,2013,2,Boise,ID,Idaho
2013-03-01,1615333.3333333333,2013,3,Boise,ID,Idaho
2013-04-01,1617000.0,2013,4,Boise,ID,Idaho
2013-05-01,1618666.6666666667,2013,5,Boise,ID,Idaho
2013-06-01,1620333.3333333333,2013,6,Boise,ID,Idaho
2013-07-01,1622000.0,2013,7,Boise,ID,Idaho
2013-08-01,1623666.6666666667,2013,8,Boise,ID,Idaho
2013-09-01,1625333.3333333333,2013,9,Boise,ID,Idaho
2013-10-01,1627000.0,2013,10,Boise,ID,Idaho
2013-11-01,1628666.6666666667,2013,11,Boise,ID,Idaho
2013-12-01,1630333.3333333333,2013,12,Boise,ID,Idaho
2014-01-01,1632000.0,2014,1,Boise,ID,Idaho
2014-02-01,1633666.6666666667,2014,2,Boise,ID,Idaho
2014-03-01,1635333.3333333333,2014,3,Boise,ID,Idaho
2014-04-01,1637000.0,2014,4,Boise,ID,Idaho
2014-05-01,1638666.6666666667,2014,5,Boise,ID,Idaho
2014-06-01,1640333.3333333333,2014,6,Boise,ID,Idaho
2014-07-01,1642000.0,2014,7,Boise,ID,Idaho
2014-08-01,1643666.6666666667,2014,8,Boise,ID,Idaho
2014-09-01,1645333.3333333333,2014,9,Boise,ID,Idaho
2014-10-01,1647000.0,2014,10,Boise,ID,Idaho
2014-11-01,1648666.6666666667,2014,11,Boise,ID,Idaho
2014-12-01,1650333.3333333333,2014,12,Boise,ID,Idaho
2015-01-01,1652000.0,2015,1,Boise,ID,Idaho
2015-02-01,1654666.6666666667,2015,2,Boise,ID,Idaho
2015-03-01,1657333.3333333333,2015,3,Boise,ID,Idaho
2015-04-01,1660000.0,2015,4,Boise,ID,Idaho
