date,state,year,megatonnes CO2,month
2011-01-01,AK,2011,13.838922255392841,1
2011-02-01,AK,2011,13.784024300655755,2
2011-03-01,AK,2011,13.734439051215805,3
2011-04-01,AK,2011,13.679541096478717,4
2011-05-01,AK,2011,13.626414043507342,5
2011-06-01,AK,2011,13.571516088770256,6
2011-07-01,AK,2011,13.518389035798881,7
2011-08-01,AK,2011,13.463491081061793,8
2011-09-01,AK,2011,13.408593126324707,9
2011-10-01,AK,2011,13.355466073353332,10
2011-11-01,AK,2011,13.300568118616244,11
2011-12-01,AK,2011,13.24744106564487,12
2012-01-01,AK,2012,13.142426857996464,1
2012-02-01,AK,2012,13.03741265034806,2
2012-03-01,AK,2012,12.939173552870518,3
2012-04-01,AK,2012,12.834159345222114,4
2012-05-01,AK,2012,12.73253269265914,5
2012-06-01,AK,2012,12.627518485010736,6
2012-07-01,AK,2012,12.525891832447762,7
2012-08-01,AK,2012,12.420877624799356,8
2012-09-01,AK,2012,12.315863417150952,9
2012-10-01,AK,2012,12.214236764587978,10
2012-11-01,AK,2012,12.109222556939573,11
2012-12-01,AK,2012,12.0075959043766,12
2013-01-01,AK,2013,11.911112997715215,1
2013-02-01,AK,2013,11.814630091053827,2
2013-03-01,AK,2013,11.727484239875801,3
2013-04-01,AK,2013,11.631001333214414,4
2013-05-01,AK,2013,11.537630778380814,5
2013-06-01,AK,2013,11.441147871719428,6
2013-07-01,AK,2013,11.347777316885828,7
2013-08-01,AK,2013,11.251294410224443,8
2013-09-01,AK,2013,11.154811503563055,9
2013-10-01,AK,2013,11.061440948729455,10
2013-11-01,AK,2013,10.96495804206807,11
2013-12-01,AK,2013,10.87158748723447,12
2011-01-01,AL,2011,32.18571453837621,1
2011-02-01,AL,2011,32.18324326790668,2
2011-03-01,AL,2011,32.181011152643876,3
2011-04-01,AL,2011,32.17853988217435,4
2011-05-01,AL,2011,32.17614833010706,5
2011-06-01,AL,2011,32.173677059637534,6
2011-07-01,AL,2011,32.171285507570246,7
2011-08-01,AL,2011,32.16881423710072,8
2011-09-01,AL,2011,32.16634296663119,9
2011-10-01,AL,2011,32.163951414563904,10
2011-11-01,AL,2011,32.16148014409438,11
2011-12-01,AL,2011,32.15908859202709,12
2012-01-01,AL,2012,32.11874461172248,1
2012-02-01,AL,2012,32.078400631417864,2
2012-03-01,AL,2012,32.04065948855226,3
2012-04-01,AL,2012,32.00031550824765,4
2012-05-01,AL,2012,31.96127294666254,5
2012-06-01,AL,2012,31.920928966357927,6
2012-07-01,AL,2012,31.88188640477282,7
2012-08-01,AL,2012,31.84154242446821,8
2012-09-01,AL,2012,31.801198444163596,9
2012-10-01,AL,2012,31.762155882578487,10
2012-11-01,AL,2012,31.721811902273878,11
2012-12-01,AL,2012,31.68276934068877,12
2013-01-01,AL,2013,31.630750938313273,1
2013-02-01,AL,2013,31.57873253593778,2
2013-03-01,AL,2013,31.531748172501853,3
2013-04-01,AL,2013,31.479729770126358,4
2013-05-01,AL,2013,31.42938938073072,5
2013-06-01,AL,2013,31.377370978355227,6
2013-07-01,AL,2013,31.327030588959587,7
2013-08-01,AL,2013,31.275012186584096,8
2013-09-01,AL,2013,31.2229937842086,9
2013-10-01,AL,2013,31.17265339481296,10
2013-11-01,AL,2013,31.12063499243747,11
2013-12-01,AL,2013,31.07029460304183,12
2011-01-01,AR,2011,19.727300288134355,1
2011-02-01,AR,2011,19.70330903274818,2
2011-03-01,AR,2011,19.681639511754216,3
2011-04-01,AR,2011,19.65764825636804,4
2011-05-01,AR,2011,19.63443091244594,5
2011-06-01,AR,2011,19.610439657059764,6
2011-07-01,AR,2011,19.587222313137662,7
2011-08-01,AR,2011,19.563231057751487,8
2011-09-01,AR,2011,19.539239802365312,9
2011-10-01,AR,2011,19.516022458443206,10
2011-11-01,AR,2011,19.492031203057035,11
2011-12-01,AR,2011,19.46881385913493,12
2012-01-01,AR,2012,19.41350282833871,1
2012-02-01,AR,2012,19.358191797542492,2
2012-03-01,AR,2012,19.30644922034603,3
2012-04-01,AR,2012,19.25113818954981,4
2012-05-01,AR,2012,19.19761138555347,5
2012-06-01,AR,2012,19.14230035475725,6
2012-07-01,AR,2012,19.08877355076091,7
2012-08-01,AR,2012,19.03346251996469,8
2012-09-01,AR,2012,18.97815148916847,9
2012-10-01,AR,2012,18.92462468517213,10
2012-11-01,AR,2012,18.86931365437591,11
2012-12-01,AR,2012,18.81578685037957,12
2013-01-01,AR,2013,18.791703038759533,1
2013-02-01,AR,2013,18.767619227139498,2
2013-03-01,AR,2013,18.745866106966563,3
2013-04-01,AR,2013,18.721782295346525,4
2013-05-01,AR,2013,18.69847538087552,5
2013-06-01,AR,2013,18.674391569255487,6
2013-07-01,AR,2013,18.651084654784484,7
2013-08-01,AR,2013,18.62700084316445,8
2013-09-01,AR,2013,18.60291703154441,9
2013-10-01,AR,2013,18.579610117073408,10
2013-11-01,AR,2013,18.555526305453373,11
2013-12-01,AR,2013,18.53221939098237,12
2011-01-01,AZ,2011,35.23517525365088,1
2011-02-01,AZ,2011,35.21011859375777,2
2011-03-01,AZ,2011,35.18748677191883,3
2011-04-01,AZ,2011,35.16243011202571,4
2011-05-01,AZ,2011,35.13818173148399,5
2011-06-01,AZ,2011,35.11312507159087,6
2011-07-01,AZ,2011,35.08887669104915,7
2011-08-01,AZ,2011,35.063820031156034,8
2011-09-01,AZ,2011,35.03876337126292,9
2011-10-01,AZ,2011,35.014514990721196,10
2011-11-01,AZ,2011,34.98945833082808,11
2011-12-01,AZ,2011,34.96520995028636,12
2012-01-01,AZ,2012,34.90320311990274,1
2012-02-01,AZ,2012,34.841196289519125,2
2012-03-01,AZ,2012,34.78318989980542,3
2012-04-01,AZ,2012,34.721183069421805,4
2012-05-01,AZ,2012,34.661176459373145,5
2012-06-01,AZ,2012,34.59916962898953,6
2012-07-01,AZ,2012,34.53916301894087,7
2012-08-01,AZ,2012,34.47715618855725,8
2012-09-01,AZ,2012,34.415149358173636,9
2012-10-01,AZ,2012,34.355142748124976,10
2012-11-01,AZ,2012,34.29313591774136,11
2012-12-01,AZ,2012,34.2331293076927,12
2013-01-01,AZ,2013,34.2605356615352,1
2013-02-01,AZ,2013,34.28794201537771,2
2013-03-01,AZ,2013,34.312696141429,3
2013-04-01,AZ,2013,34.34010249527151,4
2013-05-01,AZ,2013,34.36662477318361,5
2013-06-01,AZ,2013,34.39403112702611,6
2013-07-01,AZ,2013,34.42055340493821,7
2013-08-01,AZ,2013,34.44795975878072,8
2013-09-01,AZ,2013,34.47536611262322,9
2013-10-01,AZ,2013,34.50188839053532,10
2013-11-01,AZ,2013,34.52929474437783,11
2013-12-01,AZ,2013,34.55581702228993,12
2011-01-01,CA,2011,200.0810831417007,1
2011-02-01,CA,2011,199.40506344873322,2
2011-03-01,CA,2011,198.79446501637548,3
2011-04-01,CA,2011,198.118445323408,4
2011-05-01,CA,2011,197.46423271731044,5
2011-06-01,CA,2011,196.78821302434295,6
2011-07-01,CA,2011,196.1340004182454,7
2011-08-01,CA,2011,195.4579807252779,8
2011-09-01,CA,2011,194.78196103231042,9
2011-10-01,CA,2011,194.12774842621283,10
2011-11-01,CA,2011,193.45172873324535,11
2011-12-01,CA,2011,192.7975161271478,12
2012-01-01,CA,2012,192.4705685212737,1
2012-02-01,CA,2012,192.14362091539962,2
2012-03-01,CA,2012,191.83776670345287,3
2012-04-01,CA,2012,191.5108190975788,4
2012-05-01,CA,2012,191.19441818866838,5
2012-06-01,CA,2012,190.86747058279428,6
2012-07-01,CA,2012,190.5510696738839,7
2012-08-01,CA,2012,190.2241220680098,8
2012-09-01,CA,2012,189.89717446213572,9
2012-10-01,CA,2012,189.5807735532253,10
2012-11-01,CA,2012,189.2538259473512,11
2012-12-01,CA,2012,188.9374250384408,12
2013-01-01,CA,2013,188.84331579319422,1
2013-02-01,CA,2013,188.74920654794764,2
2013-03-01,CA,2013,188.6642046490152,3
2013-04-01,CA,2013,188.57009540376862,4
2013-05-01,CA,2013,188.47902194062675,5
2013-06-01,CA,2013,188.38491269538017,6
2013-07-01,CA,2013,188.2938392322383,7
2013-08-01,CA,2013,188.1997299869917,8
2013-09-01,CA,2013,188.10562074174513,9
2013-10-01,CA,2013,188.01454727860326,10
2013-11-01,CA,2013,187.92043803335667,11
2013-12-01,CA,2013,187.8293645702148,12
2011-01-01,CO,2011,29.062288833155456,1
2011-02-01,CO,2011,28.995073214465677,2
2011-03-01,CO,2011,28.934362333068453,3
2011-04-01,CO,2011,28.86714671437867,4
2011-05-01,CO,2011,28.802099341453076,5
2011-06-01,CO,2011,28.734883722763293,6
2011-07-01,CO,2011,28.6698363498377,7
2011-08-01,CO,2011,28.602620731147915,8
2011-09-01,CO,2011,28.535405112458132,9
2011-10-01,CO,2011,28.47035773953254,10
2011-11-01,CO,2011,28.403142120842755,11
2011-12-01,CO,2011,28.33809474791716,12
2012-01-01,CO,2012,28.31501973656157,1
2012-02-01,CO,2012,28.291944725205983,2
2012-03-01,CO,2012,28.27035842426043,3
2012-04-01,CO,2012,28.247283412904842,4
2012-05-01,CO,2012,28.22495275675427,5
2012-06-01,CO,2012,28.201877745398683,6
2012-07-01,CO,2012,28.17954708924811,7
2012-08-01,CO,2012,28.15647207789252,8
2012-09-01,CO,2012,28.133397066536933,9
2012-10-01,CO,2012,28.11106641038636,10
2012-11-01,CO,2012,28.08799139903077,11
2012-12-01,CO,2012,28.0656607428802,12
2013-01-01,CO,2013,28.05434558910038,1
2013-02-01,CO,2013,28.043030435320556,2
2013-03-01,CO,2013,28.03281029642265,3
2013-04-01,CO,2013,28.021495142642827,4
2013-05-01,CO,2013,28.010544993823643,5
2013-06-01,CO,2013,27.99922984004382,6
2013-07-01,CO,2013,27.988279691224637,7
2013-08-01,CO,2013,27.97696453744481,8
2013-09-01,CO,2013,27.96564938366499,9
2013-10-01,CO,2013,27.954699234845805,10
2013-11-01,CO,2013,27.943384081065982,11
2013-12-01,CO,2013,27.9324339322468,12
2011-01-01,CT,2011,15.869419674377378,1
2011-02-01,CT,2011,15.844656655101394,2
2011-03-01,CT,2011,15.822290057045668,3
2011-04-01,CT,2011,15.797527037769685,4
2011-05-01,CT,2011,15.773562825567122,5
2011-06-01,CT,2011,15.748799806291139,6
2011-07-01,CT,2011,15.724835594088576,7
2011-08-01,CT,2011,15.700072574812593,8
2011-09-01,CT,2011,15.67530955553661,9
2011-10-01,CT,2011,15.651345343334047,10
2011-11-01,CT,2011,15.626582324058065,11
2011-12-01,CT,2011,15.6026181118555,12
2012-01-01,CT,2012,15.569363066317006,1
2012-02-01,CT,2012,15.536108020778512,2
2012-03-01,CT,2012,15.504998462048952,3
2012-04-01,CT,2012,15.471743416510456,4
2012-05-01,CT,2012,15.43956111437643,5
2012-06-01,CT,2012,15.406306068837935,6
2012-07-01,CT,2012,15.374123766703908,7
2012-08-01,CT,2012,15.340868721165414,8
2012-09-01,CT,2012,15.307613675626918,9
2012-10-01,CT,2012,15.275431373492891,10
2012-11-01,CT,2012,15.242176327954397,11
2012-12-01,CT,2012,15.20999402582037,12
2013-01-01,CT,2013,15.180264856114695,1
2013-02-01,CT,2013,15.150535686409018,2
2013-03-01,CT,2013,15.123683533126473,3
2013-04-01,CT,2013,15.093954363420798,4
2013-05-01,CT,2013,15.065184199189499,5
2013-06-01,CT,2013,15.035455029483824,6
2013-07-01,CT,2013,15.006684865252524,7
2013-08-01,CT,2013,14.976955695546849,8
2013-09-01,CT,2013,14.947226525841174,9
2013-10-01,CT,2013,14.918456361609875,10
2013-11-01,CT,2013,14.888727191904199,11
2013-12-01,CT,2013,14.8599570276729,12
2011-01-01,DE,2011,5.430239112341351,1
2011-02-01,DE,2011,5.388822159417202,2
2011-03-01,DE,2011,5.351413298711519,3
2011-04-01,DE,2011,5.30999634578737,4
2011-05-01,DE,2011,5.2699154236027095,5
2011-06-01,DE,2011,5.228498470678561,6
2011-07-01,DE,2011,5.1884175484939,7
2011-08-01,DE,2011,5.147000595569751,8
2011-09-01,DE,2011,5.105583642645603,9
2011-10-01,DE,2011,5.065502720460942,10
2011-11-01,DE,2011,5.024085767536794,11
2011-12-01,DE,2011,4.984004845352133,12
2012-01-01,DE,2012,4.976228204686401,1
2012-02-01,DE,2012,4.968451564020669,2
2012-03-01,DE,2012,4.9611766421075645,3
2012-04-01,DE,2012,4.953400001441833,4
2012-05-01,DE,2012,4.945874220152415,5
2012-06-01,DE,2012,4.9380975794866835,6
2012-07-01,DE,2012,4.930571798197265,7
2012-08-01,DE,2012,4.922795157531533,8
2012-09-01,DE,2012,4.915018516865802,9
2012-10-01,DE,2012,4.907492735576383,10
2012-11-01,DE,2012,4.8997160949106515,11
2012-12-01,DE,2012,4.892190313621233,12
2013-01-01,DE,2013,4.864614559421017,1
2013-02-01,DE,2013,4.8370388052208,2
2013-03-01,DE,2013,4.8121316723947976,3
2013-04-01,DE,2013,4.784555918194581,4
2013-05-01,DE,2013,4.757869704452435,5
2013-06-01,DE,2013,4.730293950252219,6
2013-07-01,DE,2013,4.703607736510074,7
2013-08-01,DE,2013,4.676031982309857,8
2013-09-01,DE,2013,4.64845622810964,9
2013-10-01,DE,2013,4.621770014367495,10
2013-11-01,DE,2013,4.594194260167279,11
2013-12-01,DE,2013,4.567508046425133,12
2011-01-01,FL,2011,106.74538735410492,1
2011-02-01,FL,2011,106.59097885137272,2
2011-03-01,FL,2011,106.45151310696947,3
2011-04-01,FL,2011,106.29710460423728,4
2011-05-01,FL,2011,106.14767702094807,5
2011-06-01,FL,2011,105.99326851821588,6
2011-07-01,FL,2011,105.84384093492667,7
2011-08-01,FL,2011,105.6894324321945,8
2011-09-01,FL,2011,105.5350239294623,9
2011-10-01,FL,2011,105.38559634617309,10
2011-11-01,FL,2011,105.2311878434409,11
2011-12-01,FL,2011,105.0817602601517,12
2012-01-01,FL,2012,104.90876770458222,1
2012-02-01,FL,2012,104.73577514901274,2
2012-03-01,FL,2012,104.57394340348,3
2012-04-01,FL,2012,104.40095084791054,4
2012-05-01,FL,2012,104.23353869735942,5
2012-06-01,FL,2012,104.06054614178996,6
2012-07-01,FL,2012,103.89313399123884,7
2012-08-01,FL,2012,103.72014143566936,8
2012-09-01,FL,2012,103.5471488800999,9
2012-10-01,FL,2012,103.37973672954878,10
2012-11-01,FL,2012,103.2067441739793,11
2012-12-01,FL,2012,103.0393320234282,12
2013-01-01,FL,2013,103.14212993042818,1
2013-02-01,FL,2013,103.24492783742816,2
2013-03-01,FL,2013,103.33777755987977,3
2013-04-01,FL,2013,103.44057546687975,4
2013-05-01,FL,2013,103.5400573123636,5
2013-06-01,FL,2013,103.64285521936358,6
2013-07-01,FL,2013,103.74233706484743,7
2013-08-01,FL,2013,103.84513497184741,8
2013-09-01,FL,2013,103.9479328788474,9
2013-10-01,FL,2013,104.04741472433126,10
2013-11-01,FL,2013,104.15021263133124,11
2013-12-01,FL,2013,104.2496944768151,12
2011-01-01,GA,2011,68.01704167030923,1
2011-02-01,GA,2011,67.8902690736941,2
2011-03-01,GA,2011,67.77576479288044,3
2011-04-01,GA,2011,67.64899219626531,4
2011-05-01,GA,2011,67.52630903825067,5
2011-06-01,GA,2011,67.39953644163555,6
2011-07-01,GA,2011,67.27685328362091,7
2011-08-01,GA,2011,67.15008068700578,8
2011-09-01,GA,2011,67.02330809039066,9
2011-10-01,GA,2011,66.90062493237602,10
2011-11-01,GA,2011,66.77385233576089,11
2011-12-01,GA,2011,66.65116917774625,12
2012-01-01,GA,2012,66.28470038061812,1
2012-02-01,GA,2012,65.91823158348998,2
2012-03-01,GA,2012,65.57540593456366,3
2012-04-01,GA,2012,65.20893713743553,4
2012-05-01,GA,2012,64.85428991440831,5
2012-06-01,GA,2012,64.48782111728018,6
2012-07-01,GA,2012,64.13317389425295,7
2012-08-01,GA,2012,63.76670509712481,8
2012-09-01,GA,2012,63.40023629999668,9
2012-10-01,GA,2012,63.04558907696945,10
2012-11-01,GA,2012,62.67912027984132,11
2012-12-01,GA,2012,62.32447305681409,12
2013-01-01,GA,2013,62.432046186709584,1
2013-02-01,GA,2013,62.53961931660508,2
2013-03-01,GA,2013,62.636782143607455,3
2013-04-01,GA,2013,62.74435527350295,4
2013-05-01,GA,2013,62.84845830243407,5
2013-06-01,GA,2013,62.95603143232956,6
2013-07-01,GA,2013,63.06013446126068,7
2013-08-01,GA,2013,63.16770759115617,8
2013-09-01,GA,2013,63.275280721051665,9
2013-10-01,GA,2013,63.379383749982786,10
2013-11-01,GA,2013,63.48695687987828,11
2013-12-01,GA,2013,63.5910599088094,12
2011-01-01,HI,2011,11.121572602695188,1
2011-02-01,HI,2011,11.144377416831375,2
2011-03-01,HI,2011,11.164975313470514,3
2011-04-01,HI,2011,11.1877801276067,4
2011-05-01,HI,2011,11.209849302577206,5
2011-06-01,HI,2011,11.232654116713393,6
2011-07-01,HI,2011,11.254723291683899,7
2011-08-01,HI,2011,11.277528105820085,8
2011-09-01,HI,2011,11.300332919956274,9
2011-10-01,HI,2011,11.322402094926778,10
2011-11-01,HI,2011,11.345206909062966,11
2011-12-01,HI,2011,11.36727608403347,12
2012-01-01,HI,2012,11.36978563381843,1
2012-02-01,HI,2012,11.37229518360339,2
2012-03-01,HI,2012,11.37464282695061,3
2012-04-01,HI,2012,11.37715237673557,4
2012-05-01,HI,2012,11.37958097330166,5
2012-06-01,HI,2012,11.382090523086621,6
2012-07-01,HI,2012,11.38451911965271,7
2012-08-01,HI,2012,11.38702866943767,8
2012-09-01,HI,2012,11.38953821922263,9
2012-10-01,HI,2012,11.39196681578872,10
2012-11-01,HI,2012,11.394476365573679,11
2012-12-01,HI,2012,11.39690496213977,12
2013-01-01,HI,2013,11.41516254680816,1
2013-02-01,HI,2013,11.433420131476552,2
2013-03-01,HI,2013,11.449910853112518,3
2013-04-01,HI,2013,11.468168437780909,4
2013-05-01,HI,2013,11.485837068105159,5
2013-06-01,HI,2013,11.50409465277355,6
2013-07-01,HI,2013,11.5217632830978,7
2013-08-01,HI,2013,11.54002086776619,8
2013-09-01,HI,2013,11.55827845243458,9
2013-10-01,HI,2013,11.57594708275883,10
2013-11-01,HI,2013,11.59420466742722,11
2013-12-01,HI,2013,11.61187329775147,12
2011-01-01,IA,2011,20.78818543674252,1
2011-02-01,IA,2011,20.792689880580536,2
2011-03-01,IA,2011,20.796758410498747,3
2011-04-01,IA,2011,20.801262854336766,4
2011-05-01,IA,2011,20.80562199353485,5
2011-06-01,IA,2011,20.81012643737287,6
2011-07-01,IA,2011,20.81448557657095,7
2011-08-01,IA,2011,20.818990020408968,8
2011-09-01,IA,2011,20.823494464246988,9
2011-10-01,IA,2011,20.82785360344507,10
2011-11-01,IA,2011,20.832358047283087,11
2011-12-01,IA,2011,20.83671718648117,12
2012-01-01,IA,2012,20.746232627967185,1
2012-02-01,IA,2012,20.6557480694532,2
2012-03-01,IA,2012,20.571101224391732,3
2012-04-01,IA,2012,20.480616665877747,4
2012-05-01,IA,2012,20.39305096409002,5
2012-06-01,IA,2012,20.302566405576037,6
2012-07-01,IA,2012,20.21500070378831,7
2012-08-01,IA,2012,20.124516145274324,8
2012-09-01,IA,2012,20.03403158676034,9
2012-10-01,IA,2012,19.94646588497261,10
2012-11-01,IA,2012,19.85598132645863,11
2012-12-01,IA,2012,19.7684156246709,12
2013-01-01,IA,2013,19.78526374165162,1
2013-02-01,IA,2013,19.802111858632333,2
2013-03-01,IA,2013,19.817329512679432,3
2013-04-01,IA,2013,19.83417762966015,4
2013-05-01,IA,2013,19.85048225899633,5
2013-06-01,IA,2013,19.867330375977044,6
2013-07-01,IA,2013,19.883635005313224,7
2013-08-01,IA,2013,19.90048312229394,8
2013-09-01,IA,2013,19.917331239274656,9
2013-10-01,IA,2013,19.933635868610835,10
2013-11-01,IA,2013,19.950483985591553,11
2013-12-01,IA,2013,19.96678861492773,12
2011-01-01,ID,2011,9.445759519496193,1
2011-02-01,ID,2011,9.405821124435422,2
2011-03-01,ID,2011,9.369747735348273,3
2011-04-01,ID,2011,9.329809340287504,4
2011-05-01,ID,2011,9.291159280551273,5
2011-06-01,ID,2011,9.251220885490502,6
2011-07-01,ID,2011,9.212570825754273,7
2011-08-01,ID,2011,9.172632430693502,8
2011-09-01,ID,2011,9.132694035632731,9
2011-10-01,ID,2011,9.0940439758965,10
2011-11-01,ID,2011,9.054105580835731,11
2011-12-01,ID,2011,9.0154555210995,12
2012-01-01,ID,2012,9.018327478675607,1
2012-02-01,ID,2012,9.021199436251711,2
2012-03-01,ID,2012,9.023886106242262,3
2012-04-01,ID,2012,9.026758063818367,4
2012-05-01,ID,2012,9.029537377601695,5
2012-06-01,ID,2012,9.0324093351778,6
2012-07-01,ID,2012,9.035188648961128,7
2012-08-01,ID,2012,9.038060606537234,8
2012-09-01,ID,2012,9.040932564113339,9
2012-10-01,ID,2012,9.043711877896667,10
2012-11-01,ID,2012,9.046583835472772,11
2012-12-01,ID,2012,9.0493631492561,12
2013-01-01,ID,2013,9.067239637073609,1
2013-02-01,ID,2013,9.085116124891117,2
2013-03-01,ID,2013,9.10126263001661,3
2013-04-01,ID,2013,9.119139117834118,4
2013-05-01,ID,2013,9.136438944754287,5
2013-06-01,ID,2013,9.154315432571797,6
2013-07-01,ID,2013,9.171615259491967,7
2013-08-01,ID,2013,9.189491747309475,8
2013-09-01,ID,2013,9.207368235126983,9
2013-10-01,ID,2013,9.224668062047154,10
2013-11-01,ID,2013,9.242544549864663,11
2013-12-01,ID,2013,9.259844376784832,12
2011-01-01,IL,2011,66.62630526672541,1
2011-02-01,IL,2011,66.56480121371996,2
2011-03-01,IL,2011,66.50924916584407,3
2011-04-01,IL,2011,66.44774511283862,4
2011-05-01,IL,2011,66.38822506154301,5
2011-06-01,IL,2011,66.32672100853756,6
2011-07-01,IL,2011,66.26720095724197,7
2011-08-01,IL,2011,66.20569690423652,8
2011-09-01,IL,2011,66.14419285123107,9
2011-10-01,IL,2011,66.08467279993546,10
2011-11-01,IL,2011,66.02316874693001,11
2011-12-01,IL,2011,65.96364869563442,12
2012-01-01,IL,2012,65.76015821857068,1
2012-02-01,IL,2012,65.55666774150694,2
2012-03-01,IL,2012,65.36630568231828,3
2012-04-01,IL,2012,65.16281520525455,4
2012-05-01,IL,2012,64.96588893712834,5
2012-06-01,IL,2012,64.7623984600646,6
2012-07-01,IL,2012,64.5654721919384,7
2012-08-01,IL,2012,64.36198171487466,8
2012-09-01,IL,2012,64.15849123781092,9
2012-10-01,IL,2012,63.96156496968472,10
2012-11-01,IL,2012,63.758074492620985,11
2012-12-01,IL,2012,63.56114822449479,12
2013-01-01,IL,2013,63.63158435875254,1
2013-02-01,IL,2013,63.7020204930103,2
2013-03-01,IL,2013,63.7656402271786,3
2013-04-01,IL,2013,63.836076361436355,4
2013-05-01,IL,2013,63.90424036233096,5
2013-06-01,IL,2013,63.97467649658872,6
2013-07-01,IL,2013,64.04284049748333,7
2013-08-01,IL,2013,64.11327663174109,8
2013-09-01,IL,2013,64.18371276599883,9
2013-10-01,IL,2013,64.25187676689345,10
2013-11-01,IL,2013,64.32231290115121,11
2013-12-01,IL,2013,64.3904769020458,12
2011-01-01,IN,2011,40.29390616701816,1
2011-02-01,IN,2011,40.23207398434105,2
2011-03-01,IN,2011,40.17622556127785,3
2011-04-01,IN,2011,40.11439337860074,4
2011-05-01,IN,2011,40.0545557824616,5
2011-06-01,IN,2011,39.99272359978449,6
2011-07-01,IN,2011,39.93288600364535,7
2011-08-01,IN,2011,39.871053820968235,8
2011-09-01,IN,2011,39.80922163829113,9
2011-10-01,IN,2011,39.74938404215199,10
2011-11-01,IN,2011,39.68755185947487,11
2011-12-01,IN,2011,39.62771426333573,12
2012-01-01,IN,2012,39.55215706404605,1
2012-02-01,IN,2012,39.47659986475636,2
2012-03-01,IN,2012,39.40591732348536,3
2012-04-01,IN,2012,39.33036012419568,4
2012-05-01,IN,2012,39.257240253915334,5
2012-06-01,IN,2012,39.181683054625644,6
2012-07-01,IN,2012,39.10856318434531,7
2012-08-01,IN,2012,39.03300598505562,8
2012-09-01,IN,2012,38.95744878576593,9
2012-10-01,IN,2012,38.88432891548559,10
2012-11-01,IN,2012,38.808771716195906,11
2012-12-01,IN,2012,38.73565184591556,12
2013-01-01,IN,2013,38.866089880552906,1
2013-02-01,IN,2013,38.99652791519024,2
2013-03-01,IN,2013,39.11434291421752,3
2013-04-01,IN,2013,39.24478094885486,4
2013-05-01,IN,2013,39.37101130495551,5
2013-06-01,IN,2013,39.50144933959285,6
2013-07-01,IN,2013,39.6276796956935,7
2013-08-01,IN,2013,39.758117730330845,8
2013-09-01,IN,2013,39.88855576496819,9
2013-10-01,IN,2013,40.01478612106884,10
2013-11-01,IN,2013,40.14522415570618,11
2013-12-01,IN,2013,40.27145451180683,12
2011-01-01,KS,2011,18.588233121099503,1
2011-02-01,KS,2011,18.5343524593856,2
2011-03-01,KS,2011,18.48568605525692,3
2011-04-01,KS,2011,18.431805393543023,4
2011-05-01,KS,2011,18.379662817690864,5
2011-06-01,KS,2011,18.325782155976967,6
2011-07-01,KS,2011,18.273639580124804,7
2011-08-01,KS,2011,18.219758918410907,8
2011-09-01,KS,2011,18.16587825669701,9
2011-10-01,KS,2011,18.113735680844847,10
2011-11-01,KS,2011,18.05985501913095,11
2011-12-01,KS,2011,18.00771244327879,12
2012-01-01,KS,2012,18.002116510654478,1
2012-02-01,KS,2012,17.996520578030164,2
2012-03-01,KS,2012,17.991285673317098,3
2012-04-01,KS,2012,17.985689740692784,4
2012-05-01,KS,2012,17.980274322024094,5
2012-06-01,KS,2012,17.97467838939978,6
2012-07-01,KS,2012,17.96926297073109,7
2012-08-01,KS,2012,17.963667038106777,8
2012-09-01,KS,2012,17.958071105482464,9
2012-10-01,KS,2012,17.952655686813774,10
2012-11-01,KS,2012,17.94705975418946,11
2012-12-01,KS,2012,17.94164433552077,12
2013-01-01,KS,2013,18.028050113062136,1
2013-02-01,KS,2013,18.114455890603505,2
2013-03-01,KS,2013,18.192499818705382,3
2013-04-01,KS,2013,18.278905596246748,4
2013-05-01,KS,2013,18.36252409064162,5
2013-06-01,KS,2013,18.448929868182987,6
2013-07-01,KS,2013,18.532548362577856,7
2013-08-01,KS,2013,18.618954140119225,8
2013-09-01,KS,2013,18.70535991766059,9
2013-10-01,KS,2013,18.78897841205546,10
2013-11-01,KS,2013,18.87538418959683,11
2013-12-01,KS,2013,18.9590026839917,12
2011-01-01,KY,2011,32.233160103210004,1
2011-02-01,KY,2011,32.201841701863174,2
2011-03-01,KY,2011,32.17355411354991,3
2011-04-01,KY,2011,32.14223571220309,4
2011-05-01,KY,2011,32.11192758186745,5
2011-06-01,KY,2011,32.080609180520625,6
2011-07-01,KY,2011,32.050301050184984,7
2011-08-01,KY,2011,32.01898264883816,8
2011-09-01,KY,2011,31.98766424749133,9
2011-10-01,KY,2011,31.957356117155694,10
2011-11-01,KY,2011,31.926037715808867,11
2011-12-01,KY,2011,31.89572958547323,12
2012-01-01,KY,2012,31.80143991853505,1
2012-02-01,KY,2012,31.707150251596868,2
2012-03-01,KY,2012,31.61894378897728,3
2012-04-01,KY,2012,31.5246541220391,4
2012-05-01,KY,2012,31.433406057260214,5
2012-06-01,KY,2012,31.339116390322033,6
2012-07-01,KY,2012,31.247868325543152,7
2012-08-01,KY,2012,31.15357865860497,8
2012-09-01,KY,2012,31.05928899166679,9
2012-10-01,KY,2012,30.968040926887905,10
2012-11-01,KY,2012,30.873751259949724,11
2012-12-01,KY,2012,30.78250319517084,12
2013-01-01,KY,2013,30.759363214057394,1
2013-02-01,KY,2013,30.736223232943946,2
2013-03-01,KY,2013,30.71532260484148,3
2013-04-01,KY,2013,30.692182623728034,4
2013-05-01,KY,2013,30.669789093618245,5
2013-06-01,KY,2013,30.6466491125048,6
