date,city,year,month,GDP per Capita
2004-12-01,Toronto,2004,12,36622.457257333794
2005-01-01,Toronto,2005,1,36684.336123336805
2005-02-01,Toronto,2005,2,36712.884627926585
2005-03-01,Toronto,2005,3,36741.38664823522
2005-04-01,Toronto,2005,4,36769.84229770281
2005-05-01,Toronto,2005,5,36798.251689400684
2005-06-01,Toronto,2005,6,36826.61493603283
2005-07-01,Toronto,2005,7,36854.93214993739
2005-08-01,Toronto,2005,8,36883.2034430882
2005-09-01,Toronto,2005,9,36911.428927096174
2005-10-01,Toronto,2005,10,36939.60871321086
2005-11-01,Toronto,2005,11,36967.742912321846
2005-12-01,Toronto,2005,12,36995.83163496025
2006-01-01,Toronto,2006,1,37023.874991300116
2006-02-01,Toronto,2006,2,37025.899984396354
2006-03-01,Toronto,2006,3,37027.922160194816
2006-04-01,Toronto,2006,4,37029.941524570815
2006-05-01,Toronto,2006,5,37031.95808338335
2006-06-01,Toronto,2006,6,37033.97184247514
2006-07-01,Toronto,2006,7,37035.982807672684
2006-08-01,Toronto,2006,8,37037.990984786346
2006-09-01,Toronto,2006,9,37039.996379610384
2006-10-01,Toronto,2006,10,37041.99899792299
2006-11-01,Toronto,2006,11,37043.99884548638
2006-12-01,Toronto,2006,12,37045.99592804686
2007-01-01,Toronto,2007,1,37047.99025133482
2007-02-01,Toronto,2007,2,37010.3230812964
2007-03-01,Toronto,2007,3,36972.71465128859
2007-04-01,Toronto,2007,4,36935.16482401532
2007-05-01,Toronto,2007,5,36897.673462608065
2007-06-01,Toronto,2007,6,36860.24043062419
2007-07-01,Toronto,2007,7,36822.865592045266
2007-08-01,Toronto,2007,8,36785.54881127547
2007-09-01,Toronto,2007,9,36748.2899531399
2007-10-01,Toronto,2007,10,36711.08888288299
2007-11-01,Toronto,2007,11,36673.94546616683
2007-12-01,Toronto,2007,12,36636.859569069566
2008-01-01,Toronto,2008,1,36599.83105808384
2008-02-01,Toronto,2008,2,36470.9576344427
2008-03-01,Toronto,2008,3,36342.28480838295
2008-04-01,Toronto,2008,4,36213.81211190939
2008-05-01,Toronto,2008,5,36085.53907848146
2008-06-01,Toronto,2008,6,35957.46524300759
2008-07-01,Toronto,2008,7,35829.590141839595
2008-08-01,Toronto,2008,8,35701.913312767094
2008-09-01,Toronto,2008,9,35574.43429501191
2008-10-01,Toronto,2008,10,35447.15262922253
2008-11-01,Toronto,2008,11,35320.06785746861
2008-12-01,Toronto,2008,12,35193.17952323548
2009-01-01,Toronto,2009,1,35066.48717141862
2009-02-01,Toronto,2009,2,35124.30236640223
2009-03-01,Toronto,2009,3,35182.013223472495
2009-04-01,Toronto,2009,4,35239.620024819575
2009-05-01,Toronto,2009,5,35297.123051616916
2009-06-01,Toronto,2009,6,35354.522584025864
2009-07-01,Toronto,2009,7,35411.81890120022
2009-08-01,Toronto,2009,8,35469.01228129071
2009-09-01,Toronto,2009,9,35526.10300144951
2009-10-01,Toronto,2009,10,35583.09133783478
2009-11-01,Toronto,2009,11,35639.97756561505
2009-12-01,Toronto,2009,12,35696.76195897364
2010-01-01,Toronto,2010,1,35753.444791113136
2010-02-01,Toronto,2010,2,35805.15306707346
2010-03-01,Toronto,2010,3,35856.78265448081
2010-04-01,Toronto,2010,4,35908.33373281848
2010-05-01,Toronto,2010,5,35959.80648102429
2010-06-01,Toronto,2010,6,36011.201077492726
2010-07-01,Toronto,2010,7,36062.517700076954
2010-08-01,Toronto,2010,8,36113.75652609089
2010-09-01,Toronto,2010,9,36164.91773231122
2010-10-01,Toronto,2010,10,36216.00149497949
2010-11-01,Toronto,2010,11,36267.00798980404
2010-12-01,Toronto,2010,12,36317.937391962114
2011-01-01,Toronto,2011,1,36368.789876101786
2011-02-01,Toronto,2011,2,36383.69675130009
2011-03-01,Toronto,2011,3,36398.58014121703
2011-04-01,Toronto,2011,4,36413.440101309316
2011-05-01,Toronto,2011,5,36428.276686859215
2011-06-01,Toronto,2011,6,36443.08995297521
2011-07-01,Toronto,2011,7,36457.87995459268
2011-08-01,Toronto,2011,8,36472.64674647457
2011-09-01,Toronto,2011,9,36487.39038321212
2011-10-01,Toronto,2011,10,36502.110919225466
2011-11-01,Toronto,2011,11,36516.80840876436
2011-12-01,Toronto,2011,12,36531.48290590882
2012-01-01,Toronto,2012,1,36546.13446456978
2012-02-01,Toronto,2012,2,36561.40567193192
2012-03-01,Toronto,2012,3,36576.65363959437
2012-04-01,Toronto,2012,4,36591.87842056602
2012-05-01,Toronto,2012,5,36607.08006769463
2012-06-01,Toronto,2012,6,36622.258633667516
2012-07-01,Toronto,2012,7,36637.414171012104
2012-08-01,Toronto,2012,8,36652.546732096554
2012-09-01,Toronto,2012,9,36667.65636913037
2012-10-01,Toronto,2012,10,36682.74313416497
2012-11-01,Toronto,2012,11,36697.80707909435
2012-12-01,Toronto,2012,12,36712.84825565559
2013-01-01,Toronto,2013,1,36727.86671542953
2013-02-01,Toronto,2013,2,36780.54789913441
2013-03-01,Toronto,2013,3,36833.16325753331
2013-04-01,Toronto,2013,4,36885.712913922594
2013-05-01,Toronto,2013,5,36938.19699129089
2013-06-01,Toronto,2013,6,36990.61561232004
2013-07-01,Toronto,2013,7,37042.9688993861
2013-08-01,Toronto,2013,8,37095.25697456022
2013-09-01,Toronto,2013,9,37147.47995960967
2013-10-01,Toronto,2013,10,37199.63797599872
2013-11-01,Toronto,2013,11,37251.73114488962
2013-12-01,Toronto,2013,12,37303.75958714354
2014-01-01,Toronto,2014,1,37355.72342332147
2014-02-01,Toronto,2014,2,37415.91250938282
2014-03-01,Toronto,2014,3,37476.029368105534
2014-04-01,Toronto,2014,4,37536.07412942165
2014-05-01,Toronto,2014,5,37596.04692295173
2014-06-01,Toronto,2014,6,37655.94787800582
2014-07-01,Toronto,2014,7,37715.777123584354
2014-08-01,Toronto,2014,8,37775.53478837908
2014-09-01,Toronto,2014,9,37835.221000774
2014-10-01,Toronto,2014,10,37894.83588884629
2014-11-01,Toronto,2014,11,37954.37958036719
2014-12-01,Toronto,2014,12,38013.85220280295
2015-01-01,Toronto,2015,1,38073.25388331571
2015-02-01,Toronto,2015,2,38101.14323920934
2015-03-01,Toronto,2015,3,38128.96908999348
2015-04-01,Toronto,2015,4,38156.73165232676
2015-05-01,Toronto,2015,5,38184.43114188333
2015-06-01,Toronto,2015,6,38212.0677733585
2015-07-01,Toronto,2015,7,38239.641760474304
2015-08-01,Toronto,2015,8,38267.15331598493
2015-09-01,Toronto,2015,9,38294.60265168227
2015-10-01,Toronto,2015,10,38321.98997840131
2015-11-01,Toronto,2015,11,38349.315506025574
2015-12-01,Toronto,2015,12,38376.57944349241
2000-01-01,Victoria,2000,1,29974.963061489438
2000-02-01,Victoria,2000,2,29966.51376529776
2000-03-01,Victoria,2000,3,29958.07707355886
2000-04-01,Victoria,2000,4,29949.652958089224
2000-05-01,Victoria,2000,5,29941.24139078932
2000-06-01,Victoria,2000,6,29932.842343643275
2000-07-01,Victoria,2000,7,29924.455788718522
2000-08-01,Victoria,2000,8,29916.081698165544
2000-09-01,Victoria,2000,9,29907.72004421755
2000-10-01,Victoria,2000,10,29899.37079919014
2000-11-01,Victoria,2000,11,29891.033935481042
2000-12-01,Victoria,2000,12,29882.70942556978
2001-01-01,Victoria,2001,1,29874.397242017378
2001-02-01,Victoria,2001,2,29955.257642136487
2001-03-01,Victoria,2001,3,30036.043048987856
2001-04-01,Victoria,2001,4,30116.753566850897
2001-05-01,Victoria,2001,5,30197.389299811777
2001-06-01,Victoria,2001,6,30277.950351763866
2001-07-01,Victoria,2001,7,30358.436826408182
2001-08-01,Victoria,2001,8,30438.848827253823
2001-09-01,Victoria,2001,9,30519.18645761844
2001-10-01,Victoria,2001,10,30599.44982062865
2001-11-01,Victoria,2001,11,30679.6390192205
2001-12-01,Victoria,2001,12,30759.754156139876
2002-01-01,Victoria,2002,1,30839.795333942984
2002-02-01,Victoria,2002,2,30887.493626899104
2002-03-01,Victoria,2002,3,30935.141185571465
2002-04-01,Victoria,2002,4,30982.738090862313
2002-05-01,Victoria,2002,5,31030.284423501977
2002-06-01,Victoria,2002,6,31077.780264049317
2002-07-01,Victoria,2002,7,31125.225692892192
2002-08-01,Victoria,2002,8,31172.62079024789
2002-09-01,Victoria,2002,9,31219.965636163608
2002-10-01,Victoria,2002,10,31267.260310516896
2002-11-01,Victoria,2002,11,31314.504893016077
2002-12-01,Victoria,2002,12,31361.699463200748
2003-01-01,Victoria,2003,1,31408.844100442173
2003-02-01,Victoria,2003,2,31494.812277862846
2003-03-01,Victoria,2003,3,31580.665543997147
2003-04-01,Victoria,2003,4,31666.404129089315
2003-05-01,Victoria,2003,5,31752.02826276888
2003-06-01,Victoria,2003,6,31837.538174052705
2003-07-01,Victoria,2003,7,31922.93409134708
2003-08-01,Victoria,2003,8,32008.21624244969
2003-09-01,Victoria,2003,9,32093.38485455167
2003-10-01,Victoria,2003,10,32178.440154239655
2003-11-01,Victoria,2003,11,32263.382367497717
2003-12-01,Victoria,2003,12,32348.211719709438
2004-01-01,Victoria,2004,1,32432.92843565985
2004-02-01,Victoria,2004,2,32533.327409596965
2004-03-01,Victoria,2004,3,32633.546551201907
2004-04-01,Victoria,2004,4,32733.586343209652
2004-05-01,Victoria,2004,5,32833.44726662893
2004-06-01,Victoria,2004,6,32933.129800749964
2004-07-01,Victoria,2004,7,33032.6344231521
2004-08-01,Victoria,2004,8,33131.96160971145
2004-09-01,Victoria,2004,9,33231.11183460849
2004-10-01,Victoria,2004,10,33330.08557033562
2004-11-01,Victoria,2004,11,33428.88328770459
2004-12-01,Victoria,2004,12,33527.505455854065
2005-01-01,Victoria,2005,1,33625.95254225701
2005-02-01,Victoria,2005,2,33724.35662413744
2005-03-01,Victoria,2005,3,33822.582026720374
2005-04-01,Victoria,2005,4,33920.62923622547
2005-05-01,Victoria,2005,5,34018.49873710985
2005-06-01,Victoria,2005,6,34116.19101207607
2005-07-01,Victoria,2005,7,34213.70654208012
2005-08-01,Victoria,2005,8,34311.04580633924
2005-09-01,Victoria,2005,9,34408.20928233979
2005-10-01,Victoria,2005,10,34505.197445845115
2005-11-01,Victoria,2005,11,34602.0107709032
2005-12-01,Victoria,2005,12,34698.6497298545
2006-01-01,Victoria,2006,1,34795.114793339584
2006-02-01,Victoria,2006,2,34842.958877113575
2006-03-01,Victoria,2006,3,34890.703191169734
2006-04-01,Victoria,2006,4,34938.34804725911
2006-05-01,Victoria,2006,5,34985.893755835255
2006-06-01,Victoria,2006,6,35033.34062606097
2006-07-01,Victoria,2006,7,35080.68896581505
2006-08-01,Victoria,2006,8,35127.93908169885
2006-09-01,Victoria,2006,9,35175.091279043
2006-10-01,Victoria,2006,10,35222.14586191393
2006-11-01,Victoria,2006,11,35269.103133120385
2006-12-01,Victoria,2006,12,35315.96339421999
2007-01-01,Victoria,2007,1,35362.726945525654
2007-02-01,Victoria,2007,2,35339.125562875335
2007-03-01,Victoria,2007,3,35315.57795176868
2007-04-01,Victoria,2007,4,35292.0839286515
2007-05-01,Victoria,2007,5,35268.64331080403
2007-06-01,Victoria,2007,6,35245.25591633631
2007-07-01,Victoria,2007,7,35221.92156418343
2007-08-01,Victoria,2007,8,35198.64007410081
2007-09-01,Victoria,2007,9,35175.411266659634
2007-10-01,Victoria,2007,10,35152.23496324223
2007-11-01,Victoria,2007,11,35129.110986037434
2007-12-01,Victoria,2007,12,35106.03915803611
2008-01-01,Victoria,2008,1,35083.01930302659
2008-02-01,Victoria,2008,2,34966.860776827205
2008-03-01,Victoria,2008,3,34850.96940807031
2008-04-01,Victoria,2008,4,34735.344276146134
2008-05-01,Victoria,2008,5,34619.98446466988
2008-06-01,Victoria,2008,6,34504.88906145749
2008-07-01,Victoria,2008,7,34390.057158501666
2008-08-01,Victoria,2008,8,34275.48785194794
2008-09-01,Victoria,2008,9,34161.18024207094
2008-10-01,Victoria,2008,10,34047.133433250936
2008-11-01,Victoria,2008,11,33933.34653395033
2008-12-01,Victoria,2008,12,33819.81865669049
2009-01-01,Victoria,2009,1,33706.54891802869
2009-02-01,Victoria,2009,2,33748.79745982938
2009-03-01,Victoria,2009,3,33790.963498067
2009-04-01,Victoria,2009,4,33833.04727417704
2009-05-01,Victoria,2009,5,33875.04902865386
2009-06-01,Victoria,2009,6,33916.96900105529
2009-07-01,Victoria,2009,7,33958.807430007175
2009-08-01,Victoria,2009,8,34000.56455320791
2009-09-01,Victoria,2009,9,34042.240607432905
2009-10-01,Victoria,2009,10,34083.835828539144
2009-11-01,Victoria,2009,11,34125.35045146954
2009-12-01,Victoria,2009,12,34166.784710257394
2010-01-01,Victoria,2010,1,34208.13883803085
2010-02-01,Victoria,2010,2,34260.55036303507
2010-03-01,Victoria,2010,3,34312.8732500395
2010-04-01,Victoria,2010,4,34365.10772371006
2010-05-01,Victoria,2010,5,34417.254007954114
2010-06-01,Victoria,2010,6,34469.31232592356
2010-07-01,Victoria,2010,7,34521.28290001807
2010-08-01,Victoria,2010,8,34573.165951888244
2010-09-01,Victoria,2010,9,34624.96170243875
2010-10-01,Victoria,2010,10,34676.67037183146
2010-11-01,Victoria,2010,11,34728.292179488606
2010-12-01,Victoria,2010,12,34779.82734409584
2011-01-01,Victoria,2011,1,34831.276083605306
2011-02-01,Victoria,2011,2,34863.773546154494
2011-03-01,Victoria,2011,3,34896.19267821152
2011-04-01,Victoria,2011,4,34928.53376264217
2011-05-01,Victoria,2011,5,34960.7970809519
2011-06-01,Victoria,2011,6,34992.98291329402
2011-07-01,Victoria,2011,7,35025.091538477725
2011-08-01,Victoria,2011,8,35057.12323397625
2011-09-01,Victoria,2011,9,35089.078275934815
2011-10-01,Victoria,2011,10,35120.95693917851
2011-11-01,Victoria,2011,11,35152.759497220264
2011-12-01,Victoria,2011,12,35184.48622226864
2012-01-01,Victoria,2012,1,35216.13738523555
2012-02-01,Victoria,2012,2,35242.51110248704
2012-03-01,Victoria,2012,3,35268.81890679437
2012-04-01,Victoria,2012,4,35295.061044942675
2012-05-01,Victoria,2012,5,35321.23776248662
2012-06-01,Victoria,2012,6,35347.34930375808
2012-07-01,Victoria,2012,7,35373.39591187378
2012-08-01,Victoria,2012,8,35399.377828742734
2012-09-01,Victoria,2012,9,35425.29529507385
2012-10-01,Victoria,2012,10,35451.1485503833
2012-11-01,Victoria,2012,11,35476.937833001924
2012-12-01,Victoria,2012,12,35502.66338008251
2013-01-01,Victoria,2013,1,35528.325427607124
2013-02-01,Victoria,2013,2,35582.766587826336
2013-03-01,Victoria,2013,3,35637.053354761236
2013-04-01,Victoria,2013,4,35691.186384263005
2013-05-01,Victoria,2013,5,35745.1663284734
2013-06-01,Victoria,2013,6,35798.993835851
2013-07-01,Victoria,2013,7,35852.66955119701
2013-08-01,Victoria,2013,8,35906.19411568121
2013-09-01,Victoria,2013,9,35959.56816686735
2013-10-01,Victoria,2013,10,36012.79233873849
2013-11-01,Victoria,2013,11,36065.867261722124
2013-12-01,Victoria,2013,12,36118.793562715095
2014-01-01,Victoria,2014,1,36171.571865108184
2014-02-01,Victoria,2014,2,36208.54106660602
2014-03-01,Victoria,2014,3,36245.44279199378
2014-04-01,Victoria,2014,4,36282.27722583895
2014-05-01,Victoria,2014,5,36319.04455203645
2014-06-01,Victoria,2014,6,36355.74495381173
2014-07-01,Victoria,2014,7,36392.37861372388
2014-08-01,Victoria,2014,8,36428.94571366857
2014-09-01,Victoria,2014,9,36465.44643488108
2014-10-01,Victoria,2014,10,36501.88095793937
2014-11-01,Victoria,2014,11,36538.24946276693
2014-12-01,Victoria,2014,12,36574.55212863583
2015-01-01,Victoria,2015,1,36610.789134169674
2015-02-01,Victoria,2015,2,36642.75543479345
2015-03-01,Victoria,2015,3,36674.6208552668
2015-04-01,Victoria,2015,4,36706.38587237802
2015-05-01,Victoria,2015,5,36738.05095991554
2015-06-01,Victoria,2015,6,36769.616588691504
2015-07-01,Victoria,2015,7,36801.083226565075
2015-08-01,Victoria,2015,8,36832.45133846557
2015-09-01,Victoria,2015,9,36863.72138641536
2015-10-01,Victoria,2015,10,36894.89382955254
2015-11-01,Victoria,2015,11,36925.969124153395
2015-12-01,Victoria,2015,12,36956.94772365472
2000-01-01,Winnipeg,2000,1,28545.519311817017
2000-02-01,Winnipeg,2000,2,28568.890051100127
2000-03-01,Winnipeg,2000,3,28592.2473607146
2000-04-01,Winnipeg,2000,4,28615.591252232854
2000-05-01,Winnipeg,2000,5,28638.92173721404
2000-06-01,Winnipeg,2000,6,28662.238827204026
2000-07-01,Winnipeg,2000,7,28685.54253373542
2000-08-01,Winnipeg,2000,8,28708.8328683276
2000-09-01,Winnipeg,2000,9,28732.109842486727
2000-10-01,Winnipeg,2000,10,28755.37346770577
2000-11-01,Winnipeg,2000,11,28778.62375546451
2000-12-01,Winnipeg,2000,12,28801.86071722957
2001-01-01,Winnipeg,2001,1,28825.08436445444
2001-02-01,Winnipeg,2001,2,28854.836278230592
2001-03-01,Winnipeg,2001,3,28884.566065178577
2001-04-01,Winnipeg,2001,4,28914.273749973174
2001-05-01,Winnipeg,2001,5,28943.95935725249
2001-06-01,Winnipeg,2001,6,28973.62291161801
2001-07-01,Winnipeg,2001,7,29003.264437634694
2001-08-01,Winnipeg,2001,8,29032.883959831026
2001-09-01,Winnipeg,2001,9,29062.48150269909
2001-10-01,Winnipeg,2001,10,29092.057090694634
2001-11-01,Winnipeg,2001,11,29121.61074823714
2001-12-01,Winnipeg,2001,12,29151.142499709884
2002-01-01,Winnipeg,2002,1,29180.652369460007
2002-02-01,Winnipeg,2002,2,29188.93697811632
2002-03-01,Winnipeg,2002,3,29197.21178032737
2002-04-01,Winnipeg,2002,4,29205.47679349461
2002-05-01,Winnipeg,2002,5,29213.732034978344
2002-06-01,Winnipeg,2002,6,29221.97752209786
2002-07-01,Winnipeg,2002,7,29230.21327213152
2002-08-01,Winnipeg,2002,8,29238.439302316925
2002-09-01,Winnipeg,2002,9,29246.655629851
2002-10-01,Winnipeg,2002,10,29254.86227189013
2002-11-01,Winnipeg,2002,11,29263.059245550277
2002-12-01,Winnipeg,2002,12,29271.2465679071
2003-01-01,Winnipeg,2003,1,29279.424255996044
2003-02-01,Winnipeg,2003,2,29327.86276027813
2003-03-01,Winnipeg,2003,3,29376.23797584122
2003-04-01,Winnipeg,2003,4,29424.550026641857
2003-05-01,Winnipeg,2003,5,29472.79903631311
2003-06-01,Winnipeg,2003,6,29520.985128165627
2003-07-01,Winnipeg,2003,7,29569.108425188606
2003-08-01,Winnipeg,2003,8,29617.16905005096
2003-09-01,Winnipeg,2003,9,29665.16712510228
2003-10-01,Winnipeg,2003,10,29713.10277237388
2003-11-01,Winnipeg,2003,11,29760.976113579865
2003-12-01,Winnipeg,2003,12,29808.787270118137
2004-01-01,Winnipeg,2004,1,29856.536363071402
2004-02-01,Winnipeg,2004,2,29923.342277984786
2004-03-01,Winnipeg,2004,3,29990.106370624428
2004-04-01,Winnipeg,2004,4,30056.8286802508
2004-05-01,Winnipeg,2004,5,30123.509246075293
2004-06-01,Winnipeg,2004,6,30190.1481072602
2004-07-01,Winnipeg,2004,7,30256.745302918873
2004-08-01,Winnipeg,2004,8,30323.30087211576
2004-09-01,Winnipeg,2004,9,30389.81485386649
2004-10-01,Winnipeg,2004,10,30456.28728713794
2004-11-01,Winnipeg,2004,11,30522.718210848336
2004-12-01,Winnipeg,2004,12,30589.107663867315
2005-01-01,Winnipeg,2005,1,30655.455685015968
2005-02-01,Winnipeg,2005,2,30741.88139405196
2005-03-01,Winnipeg,2005,3,30828.247368945184
2005-04-01,Winnipeg,2005,4,30914.55367160317
2005-05-01,Winnipeg,2005,5,31000.800363847942
2005-06-01,Winnipeg,2005,6,31086.987507416157
2005-07-01,Winnipeg,2005,7,31173.115163959228
2005-08-01,Winnipeg,2005,8,31259.183395043514
2005-09-01,Winnipeg,2005,9,31345.19226215044
2005-10-01,Winnipeg,2005,10,31431.14182667664
2005-11-01,Winnipeg,2005,11,31517.032149934133
2005-12-01,Winnipeg,2005,12,31602.863293150433
2006-01-01,Winnipeg,2006,1,31688.635317468692
2006-02-01,Winnipeg,2006,2,31730.74569996544
2006-03-01,Winnipeg,2006,3,31772.81043439279
2006-04-01,Winnipeg,2006,4,31814.829594934996
2006-05-01,Winnipeg,2006,5,31856.803255615607
2006-06-01,Winnipeg,2006,6,31898.73149029797
2006-07-01,Winnipeg,2006,7,31940.614372685643
2006-08-01,Winnipeg,2006,8,31982.451976322816
2006-09-01,Winnipeg,2006,9,32024.24437459476
2006-10-01,Winnipeg,2006,10,32065.991640728244
2006-11-01,Winnipeg,2006,11,32107.69384779195
2006-12-01,Winnipeg,2006,12,32149.351068696942
2007-01-01,Winnipeg,2007,1,32190.963376197047
2007-02-01,Winnipeg,2007,2,32261.78895483844
2007-03-01,Winnipeg,2007,3,32332.536692311267
2007-04-01,Winnipeg,2007,4,32403.206716872588
2007-05-01,Winnipeg,2007,5,32473.79915649782
2007-06-01,Winnipeg,2007,6,32544.314138881553
2007-07-01,Winnipeg,2007,7,32614.751791438313
2007-08-01,Winnipeg,2007,8,32685.11224130332
2007-09-01,Winnipeg,2007,9,32755.39561533324
2007-10-01,Winnipeg,2007,10,32825.60204010699
2007-11-01,Winnipeg,2007,11,32895.731641926446
2007-12-01,Winnipeg,2007,12,32965.78454681722
2008-01-01,Winnipeg,2008,1,33035.76088052946
2008-02-01,Winnipeg,2008,2,32999.67640599928
2008-03-01,Winnipeg,2008,3,32963.65364354039
2008-04-01,Winnipeg,2008,4,32927.69243497707
2008-05-01,Winnipeg,2008,5,32891.79262267366
2008-06-01,Winnipeg,2008,6,32855.9540495323
2008-07-01,Winnipeg,2008,7,32820.17655899067
2008-08-01,Winnipeg,2008,8,32784.45999501965
2008-09-01,Winnipeg,2008,9,32748.804202121093
2008-10-01,Winnipeg,2008,10,32713.20902532556
2008-11-01,Winnipeg,2008,11,32677.674310190057
2008-12-01,Winnipeg,2008,12,32642.199902795837
2009-01-01,Winnipeg,2009,1,32606.78564974614
2009-02-01,Winnipeg,2009,2,32647.691289404567
2009-03-01,Winnipeg,2009,3,32688.525148309986
2009-04-01,Winnipeg,2009,4,32729.28741523682
2009-05-01,Winnipeg,2009,5,32769.978278298164
2009-06-01,Winnipeg,2009,6,32810.59792494866
2009-07-01,Winnipeg,2009,7,32851.146541987335
2009-08-01,Winnipeg,2009,8,32891.62431556051
2009-09-01,Winnipeg,2009,9,32932.031431164636
2009-10-01,Winnipeg,2009,10,32972.368073649115
2009-11-01,Winnipeg,2009,11,33012.63442721912
2009-12-01,Winnipeg,2009,12,33052.83067543843
2010-01-01,Winnipeg,2010,1,33092.95700123218
2010-02-01,Winnipeg,2010,2,33127.733325954476
2010-03-01,Winnipeg,2010,3,33162.44952079997
2010-04-01,Winnipeg,2010,4,33197.105741584994
2010-05-01,Winnipeg,2010,5,33231.70214358795
2010-06-01,Winnipeg,2010,6,33266.23888155166
2010-07-01,Winnipeg,2010,7,33300.716109685694
2010-08-01,Winnipeg,2010,8,33335.13398166864
2010-09-01,Winnipeg,2010,9,33369.492650650376
2010-10-01,Winnipeg,2010,10,33403.792269254394
2010-11-01,Winnipeg,2010,11,33438.03298958
2010-12-01,Winnipeg,2010,12,33472.214963204584
2011-01-01,Winnipeg,2011,1,33506.33834118588
2011-02-01,Winnipeg,2011,2,33554.18937737563
2011-03-01,Winnipeg,2011,3,33601.93866798563
2011-04-01,Winnipeg,2011,4,33649.58653718345
2011-05-01,Winnipeg,2011,5,33697.13330776102
2011-06-01,Winnipeg,2011,6,33744.579301141894
2011-07-01,Winnipeg,2011,7,33791.92483738858
2011-08-01,Winnipeg,2011,8,33839.170235209654
2011-09-01,Winnipeg,2011,9,33886.31581196695
2011-10-01,Winnipeg,2011,10,33933.36188368267
2011-11-01,Winnipeg,2011,11,33980.30876504643
2011-12-01,Winnipeg,2011,12,34027.156769422276
2012-01-01,Winnipeg,2012,1,34073.90620885566
2012-02-01,Winnipeg,2012,2,34118.54961479603
2012-03-01,Winnipeg,2012,3,34163.11067540758
2012-04-01,Winnipeg,2012,4,34207.589618310885
2012-05-01,Winnipeg,2012,5,34251.98667028839
2012-06-01,Winnipeg,2012,6,34296.302057288216
2012-07-01,Winnipeg,2012,7,34340.53600442802
2012-08-01,Winnipeg,2012,8,34384.688735998825
2012-09-01,Winnipeg,2012,9,34428.76047546879
2012-10-01,Winnipeg,2012,10,34472.75144548696
2012-11-01,Winnipeg,2012,11,34516.661867887065
2012-12-01,Winnipeg,2012,12,34560.49196369122
2013-01-01,Winnipeg,2013,1,34604.2419531136
2013-02-01,Winnipeg,2013,2,34626.83200781611
2013-03-01,Winnipeg,2013,3,34649.378808396505
2013-04-01,Winnipeg,2013,4,34671.882478966676
2013-05-01,Winnipeg,2013,5,34694.34314316413
2013-06-01,Winnipeg,2013,6,34716.760924154274
2013-07-01,Winnipeg,2013,7,34739.13594463266
2013-08-01,Winnipeg,2013,8,34761.4683268272
2013-09-01,Winnipeg,2013,9,34783.75819250043
2013-10-01,Winnipeg,2013,10,34806.00566295168
2013-11-01,Winnipeg,2013,11,34828.21085901932
2013-12-01,Winnipeg,2013,12,34850.373901082894
2014-01-01,Winnipeg,2014,1,34872.494909065375
2014-02-01,Winnipeg,2014,2,34875.447027319475
2014-03-01,Winnipeg,2014,3,34878.39285181345
2014-04-01,Winnipeg,2014,4,34881.33240265283
2014-05-01,Winnipeg,2014,5,34884.26569985756
2014-06-01,Winnipeg,2014,6,34887.19276336255
2014-07-01,Winnipeg,2014,7,34890.11361301802
2014-08-01,Winnipeg,2014,8,34893.02826859
2014-09-01,Winnipeg,2014,9,34895.936749760825
2014-10-01,Winnipeg,2014,10,34898.83907612948
2014-11-01,Winnipeg,2014,11,34901.735267212105
2014-12-01,Winnipeg,2014,12,34904.62534244242
2015-01-01,Winnipeg,2015,1,34907.509321172154
2015-02-01,Winnipeg,2015,2,34902.46885721758
2015-03-01,Winnipeg,2015,3,34897.44238451296
2015-04-01,Winnipeg,2015,4,34892.42984488393
2015-05-01,Winnipeg,2015,5,34887.431180478234
2015-06-01,Winnipeg,2015,6,34882.44633376345
2015-07-01,Winnipeg,2015,7,34877.47524752475
2015-08-01,Winnipeg,2015,8,34872.5178648628
2015-09-01,Winnipeg,2015,9,34867.57412919152
2015-10-01,Winnipeg,2015,10,34862.64398423591
2015-11-01,Winnipeg,2015,11,34857.72737403002
2015-12-01,Winnipeg,2015,12,34852.824242914736
